"Administrative District",Year,"Total Enrollment","Grade 3K","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Neither Female nor Male","% Neither Female nor Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multi-Racial","% Multi-Racial","# Native American","% Native American","# White","% White","# Missing Race/Ethnicity Data","% Missing Race/Ethnicity Data","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
12,2020-21,19245,116,930,1248,1473,1437,1522,1569,1692,1414,1454,1501,1162,1386,1211,1130,9440,0.4905170202255249,9805,0.5094829797744751,,,607,0.031540658324956894,4521,0.23491816222667694,13434,0.6980514526367188,79,0.004104962106794119,229,0.011899194680154324,285,0.014809041284024715,90,0.004676539450883865,4479,0.2327357828617096,3969,0.2062353789806366,17841,0.927046000957489,0.9375902414321899
12,2021-22,18091,608,872,1273,1209,1376,1358,1419,1433,1223,1349,1397,1172,1204,1190,1008,8768,0.48466089367866516,9323,0.5153391361236572,,,535,0.02957271598279476,4279,0.23652644455432892,12684,0.7011221051216125,84,0.004643192980438471,204,0.011276325210928917,242,0.013376817107200623,63,0.0034823946189135313,4158,0.2298380434513092,3900,0.21557681262493134,16558,0.9152617454528809,0.9204382300376892
12,2022-23,17183,619,952,1127,1274,1186,1328,1311,1377,1045,1182,1357,1166,1166,1076,1017,8397,0.4886806607246399,8786,0.5113193392753601,0,0,489,0.028458360582590103,3961,0.23051853477954865,12077,0.7028458118438721,88,0.005121340975165367,181,0.010533667169511318,235,0.01367630809545517,152,0.008845952339470387,3916,0.2278996706008911,3637,0.21166269481182098,15824,0.9209101796150208,0.9300630688667297
13,2018-19,21772,0,1311,1158,1155,1089,1024,1101,1026,710,697,688,2974,3079,2881,2879,10198,0.4683997929096222,11573,0.5315542817115784,,,4468,0.20521770417690277,9118,0.41879478096961975,3700,0.16994304955005646,486,0.02232224866747856,157,0.007211097050458193,3718,0.1707697957754135,125,0.00574131915345788,3171,0.14564578235149384,905,0.04156715050339699,14106,0.647896409034729,0.6169595718383789
13,2019-20,21437,113,1297,1068,1147,1115,1048,997,1064,695,678,687,3021,2964,2787,2756,10068,0.46965527534484863,11369,0.5303447246551514,,,4493,0.20959089696407318,8589,0.4006623923778534,3600,0.16793394088745117,522,0.024350421503186226,153,0.007137192878872156,3905,0.18216168880462646,175,0.008163455873727798,2973,0.1386854499578476,835,0.03895134478807449,13486,0.6290992498397827,0.6146636605262756
13,2020-21,20653,89,1092,1047,949,1040,1011,969,957,681,660,672,2874,3051,2818,2743,9813,0.47513678669929504,10840,0.5248632431030273,,,4343,0.21028421819210052,8118,0.3930663764476776,3583,0.17348569631576538,559,0.027066286653280258,167,0.008085992187261581,3637,0.17610032856464386,246,0.011911102570593357,2912,0.14099647104740143,882,0.042705658823251724,12923,0.6257202625274658,0.6066774725914001
13,2021-22,20269,551,994,997,963,870,956,934,896,607,615,629,2915,2781,2878,2683,9746,0.4808327853679657,10523,0.5191671848297119,,,4351,0.21466279029846191,7626,0.3762395679950714,3628,0.17899255454540253,581,0.02866446226835251,163,0.008041837252676487,3677,0.1814100295305252,243,0.011988751590251923,2861,0.1411515176296234,881,0.04346539080142975,12222,0.6029897928237915,0.5897552967071533
13,2022-23,19883,624,1094,956,983,926,844,926,906,581,572,587,2682,2849,2622,2731,9638,0.4847356975078583,10241,0.5150631070137024,4,0.0002011768810916692,4282,0.2153598517179489,7062,0.35517778992652893,3540,0.17804154753684998,622,0.03128300607204437,173,0.008700900711119175,3785,0.19036363065242767,419,0.021073278039693832,2778,0.13971734046936035,851,0.042800381779670715,11744,0.5906553268432617,0.5869579911231995
14,2018-19,18510,0,1414,1192,1257,1210,1226,1224,1200,1276,1183,1134,1651,1525,1470,1548,8799,0.47536465525627136,9711,0.5246353149414063,,,985,0.053214479237794876,3716,0.20075634121894836,10547,0.569800078868866,191,0.010318746790289879,92,0.0049702865071594715,2890,0.1561318188905716,89,0.004808211699128151,3906,0.2110210657119751,2002,0.10815775394439697,13448,0.7265262007713318,0.7502269744873047
14,2019-20,18311,261,1471,1171,1147,1195,1162,1165,1165,1195,1231,1161,1662,1577,1355,1393,8863,0.4840259850025177,9448,0.5159739851951599,,,1028,0.056141115725040436,3545,0.19359947741031647,10124,0.552891731262207,258,0.01408989168703556,94,0.005133526399731636,3036,0.1658019721508026,226,0.012342307716608047,3770,0.20588716864585876,1808,0.09873846173286438,13259,0.7241002917289734,0.755569577217102
14,2020-21,17576,328,1174,1086,1053,1069,1096,1115,1105,1143,1181,1207,1643,1572,1460,1344,8442,0.48031407594680786,9134,0.5196859240531921,,,1050,0.05974055454134941,3452,0.19640418887138367,9532,0.5423304438591003,327,0.018604915589094162,97,0.005518889520317316,2935,0.16698907315731049,183,0.010411925613880157,3794,0.21586254239082336,1725,0.09814519435167313,12805,0.7285503149032593,0.74903404712677
14,2021-22,16673,635,1128,940,1004,943,952,989,1015,987,1056,1135,1623,1552,1369,1345,8050,0.48281651735305786,8623,0.5171834826469421,,,996,0.059737298637628555,3326,0.1994841992855072,9031,0.5416541695594788,301,0.018053140491247177,100,0.005997720640152693,2790,0.16733641922473907,129,0.007737060077488422,3668,0.2199964076280594,1660,0.09956216812133789,11710,0.7023330926895142,0.7294266223907471
14,2022-23,16337,823,1148,938,940,938,916,899,958,956,965,1039,1640,1554,1380,1243,7904,0.48380976915359497,8431,0.5160678029060364,2,0.00012242149387020618,905,0.05539572611451149,3202,0.19599682092666626,8595,0.5261063575744629,311,0.019036542624235153,100,0.0061210747808218,2914,0.17836812138557434,310,0.018975332379341125,3438,0.21044255793094635,1657,0.10142621397972107,11439,0.7001897692680359,0.7401425242424011
15,2018-19,33220,0,2694,3040,3060,3016,2916,2952,2872,2362,2047,1967,1717,1837,1378,1362,16794,0.505538821220398,16426,0.49446117877960205,,,5404,0.16267308592796326,4520,0.1360626071691513,11834,0.3562311828136444,996,0.029981939122080803,134,0.004033714532852173,10195,0.3068934381008148,137,0.004124021623283625,6689,0.20135460793972015,4598,0.13841059803962708,18794,0.5657435059547424,0.5743480920791626
15,2019-20,33140,275,2771,2921,2962,2926,2896,2811,2866,2193,2274,2017,1670,1799,1466,1293,16620,0.5015087723731995,16520,0.4984912574291229,,,5495,0.1658117026090622,4231,0.12767048180103302,11589,0.3496982455253601,1117,0.033705491572618484,145,0.004375377204269171,10260,0.30959564447402954,303,0.00914302933961153,6812,0.20555220544338226,4272,0.12890766561031342,18391,0.5549486875534058,0.5779955983161926
15,2020-21,31261,235,2261,2594,2687,2676,2699,2710,2633,2104,2085,2217,1519,1809,1565,1467,15653,0.5007197260856628,15608,0.49928024411201477,,,5281,0.16893254220485687,4028,0.12885063886642456,11115,0.35555484890937805,1183,0.037842679768800735,148,0.0047343336045742035,9250,0.29589584469795227,256,0.008189117535948753,6739,0.21557211875915527,4385,0.14027062058448792,17676,0.5654329657554626,0.5786386132240295
15,2021-22,29777,895,2132,2421,2423,2371,2468,2452,2501,1946,1925,1975,1571,1680,1511,1506,15039,0.505054235458374,14738,0.494945764541626,,,4920,0.1652282029390335,3784,0.12707795202732086,10626,0.35685259103775024,1227,0.041206300258636475,132,0.0044329515658319,8885,0.2983846664428711,203,0.00681734224781394,6531,0.21933035552501678,4098,0.13762299716472626,16217,0.5446149706840515,0.5558621287345886
15,2022-23,29498,1279,2227,2356,2394,2333,2303,2415,2361,1916,1857,1903,1559,1743,1474,1378,14892,0.5048477649688721,14591,0.4946437180042267,15,0.0005085090524517,4696,0.15919724106788635,3534,0.1198047325015068,10519,0.35660043358802795,1338,0.04535900801420212,126,0.004271476063877344,8911,0.30208829045295715,374,0.012678825296461582,6284,0.21303139626979828,3957,0.13414469361305237,16115,0.5463082194328308,0.5549134612083435
16,2018-19,6745,349,608,456,477,480,509,568,476,308,308,320,372,408,424,682,3222,0.47768718004226685,3523,0.5223128199577332,,,146,0.021645663306117058,4928,0.7306152582168579,1318,0.19540400803089142,53,0.007857671938836575,76,0.011267605237662792,208,0.030837656930088997,16,0.002372127491980791,1713,0.25396591424942017,311,0.04610822722315788,5655,0.838398814201355,0.8455366492271423
16,2019-20,6656,524,663,456,453,465,453,481,554,276,317,306,455,389,336,528,3170,0.47626203298568726,3486,0.5237379670143127,,,142,0.02133413404226303,4748,0.7133413553237915,1320,0.19831730425357819,62,0.009314903989434242,68,0.010216346010565758,256,0.03846153989434242,60,0.009014423005282879,1625,0.244140625,323,0.04852764308452606,5431,0.8159555196762085,0.8437792658805847
16,2020-21,6302,444,585,446,434,431,455,432,470,348,287,307,388,411,442,422,3018,0.4788955748081207,3284,0.5211043953895569,,,146,0.02316724881529808,4434,0.7035861611366272,1270,0.2015233188867569,72,0.01142494473606348,62,0.009838146157562733,268,0.042526181787252426,50,0.00793398916721344,1513,0.2400825172662735,325,0.05157092958688736,5225,0.8291018605232239,0.8213094472885132
16,2021-22,5970,412,521,437,435,417,424,422,430,284,331,276,385,362,386,448,2835,0.4748743772506714,3135,0.5251256227493286,,,134,0.0224455613642931,4126,0.69112229347229,1338,0.2241206020116806,72,0.012060301378369331,60,0.01005025114864111,227,0.0380234494805336,13,0.002177554415538907,1453,0.24338358640670776,354,0.05929648131132126,4856,0.8134003281593323,0.8199173808097839
16,2022-23,5701,368,526,433,405,399,397,410,393,276,287,331,302,367,451,356,2753,0.48289772868156433,2947,0.5169268846511841,1,0.00017540782573632896,140,0.024557095021009445,3843,0.6740922927856445,1277,0.22399578988552094,75,0.013155587017536163,63,0.01105069275945425,240,0.04209787771105766,63,0.01105069275945425,1329,0.2331169992685318,342,0.05998947471380234,4627,0.8116120100021362,0.8294727802276611
17,2018-19,21984,0,1944,1174,1295,1297,1346,1433,1381,1565,1496,1564,1884,1937,1753,1915,11034,0.5019105076789856,10950,0.4980895221233368,,,658,0.029930857941508293,16343,0.7434042692184448,3512,0.15975254774093628,167,0.007596433628350496,289,0.013145924545824528,914,0.04157569259405136,101,0.0045942505821585655,4092,0.18613536655902863,2277,0.10357532650232315,17600,0.800582230091095,0.7693116664886475
17,2019-20,21544,406,1897,1163,1114,1220,1227,1266,1317,1519,1546,1480,1951,1918,1714,1806,10883,0.5051522254943848,10661,0.49484774470329285,,,646,0.02998514659702778,15764,0.7317118644714355,3398,0.15772372484207153,172,0.007983661256730556,296,0.013739324174821377,1037,0.04813405126333237,231,0.01072224322706461,3946,0.18316005170345306,2007,0.09315818548202515,17108,0.7940958142280579,0.7839409708976746
17,2020-21,20533,408,1454,1028,1128,1034,1201,1178,1231,1388,1474,1533,2032,1859,1768,1817,10400,0.5065017342567444,10133,0.4934982657432556,,,625,0.030438804998993874,14702,0.7160181403160095,3461,0.16855792701244354,236,0.011493693105876446,273,0.013295670039951801,1027,0.05001704394817352,209,0.010178736411035061,3933,0.19154532253742218,1966,0.09574830532073975,16473,0.8022695183753967,0.7747897505760193
17,2021-22,20128,1117,1513,1025,990,995,966,1099,1137,1171,1346,1436,2117,1773,1681,1762,10157,0.5046204328536987,9971,0.49537956714630127,,,605,0.0300576314330101,14281,0.7095091342926025,3469,0.17234697937965393,236,0.011724960058927536,260,0.01291732955724001,1160,0.05763116106390953,117,0.005812798161059618,3864,0.19197137653827667,1935,0.0961347371339798,15599,0.7749900817871094,0.7431614995002747
17,2022-23,19328,1138,1702,1035,1023,945,951,945,1078,1127,1151,1311,1835,1815,1589,1683,9683,0.5009830594062805,9644,0.49896523356437683,1,5.173841054784134E-05,543,0.028093956410884857,13229,0.6844474077224731,3484,0.18025662004947662,244,0.012624172493815422,248,0.012831125408411026,1181,0.06110306456685066,399,0.020643625408411026,3613,0.18693087995052338,1843,0.09535389393568039,15190,0.7859064340591431,0.7601275444030762
18,2018-19,15006,0,1320,883,955,1046,1083,1141,1102,1094,1088,1104,1013,1092,980,1105,7207,0.4802745580673218,7799,0.5197254419326782,,,286,0.019059043377637863,12673,0.84452885389328,1183,0.078835129737854,78,0.005197920836508274,179,0.011928562074899673,565,0.037651605904102325,42,0.002798880450427532,3009,0.20051978528499603,1116,0.07437025010585785,11623,0.7745568156242371,0.719660758972168
18,2019-20,13951,163,1330,786,825,912,984,1058,1065,952,1099,1066,914,908,902,987,6653,0.4768833816051483,7298,0.5231166481971741,,,307,0.022005591541528702,11685,0.8375743627548218,1144,0.08200129121541977,84,0.006021073553711176,117,0.008386495523154736,560,0.04014049097895622,54,0.003870690241456032,2785,0.19962726533412933,952,0.06823883950710297,10811,0.7749265432357788,0.7487395405769348
18,2020-21,12602,152,966,772,764,786,880,931,1013,942,940,1057,863,893,770,873,6037,0.4790509343147278,6565,0.5209490656852722,,,286,0.02269481122493744,10372,0.823043942451477,1155,0.09165211766958237,95,0.007538485806435347,113,0.008966830559074879,525,0.04166005551815033,56,0.004443739075213671,2588,0.20536422729492188,908,0.07205205410718918,9826,0.7797175049781799,0.7404018044471741
18,2021-22,12068,813,1072,675,732,688,731,797,878,828,888,892,835,763,707,769,5723,0.4742293655872345,6345,0.5257706046104431,,,285,0.02361617423593998,9868,0.8176997303962708,1108,0.09181305766105652,103,0.008534968830645084,108,0.008949287235736847,523,0.04333775117993355,73,0.006049055140465498,2465,0.20425920188426971,864,0.07159429788589478,8987,0.7446967363357544,0.6947725415229797
18,2022-23,11768,848,1189,699,701,708,698,702,810,773,812,859,749,810,701,709,5594,0.47535690665245056,6174,0.5246431231498718,0,0,317,0.0269374568015337,9288,0.7892590165138245,1199,0.10188647359609604,103,0.008752549067139626,123,0.010452073067426682,588,0.04996601119637489,150,0.012746430933475494,2319,0.19705982506275177,846,0.07188986986875534,8962,0.7615567445755005,0.7193791270256042
19,2018-19,22174,0,1832,1481,1596,1616,1679,1670,1738,1621,1687,1697,1597,1440,1171,1349,10586,0.47740596532821655,11588,0.5225940346717834,,,1757,0.0792369470000267,9490,0.4279787242412567,9985,0.4503021538257599,81,0.003652926767244935,332,0.014972490258514881,470,0.021195994690060616,59,0.002660773927345872,4809,0.2168756127357483,3036,0.1369171142578125,19591,0.8835121989250183,0.867013156414032
19,2019-20,22173,1078,1748,1421,1452,1534,1558,1623,1612,1593,1621,1649,1584,1454,1194,1052,10622,0.4790510833263397,11551,0.5209488868713379,,,1844,0.08316420763731003,9253,0.41730934381484985,9885,0.445812463760376,91,0.004104090388864279,331,0.014928065240383148,473,0.02133225090801716,296,0.013349569402635098,4576,0.20637711882591248,2799,0.12623460590839386,19452,0.8772831559181213,0.8785550594329834
19,2020-21,20872,859,1471,1230,1358,1379,1432,1485,1545,1424,1563,1587,1641,1511,1233,1154,9896,0.47412800788879395,10976,0.525871992111206,,,1786,0.08556918054819107,8544,0.40935224294662476,9418,0.45122653245925903,174,0.008336527273058891,323,0.015475277788937092,440,0.021080873906612396,187,0.008959371596574783,4451,0.2132522016763687,2706,0.1296473741531372,18469,0.8848696947097778,0.8743583559989929
19,2021-22,19959,1058,1440,1345,1242,1250,1274,1348,1396,1366,1365,1474,1600,1394,1308,1099,9512,0.4765769839286804,10447,0.5234230160713196,,,1719,0.08612655848264694,8111,0.40638309717178345,9202,0.46104514598846436,114,0.005711709149181843,313,0.015682147815823555,410,0.02054211124777794,90,0.004509244114160538,4250,0.21293652057647705,2749,0.1377323567867279,17114,0.8574578166007996,0.8498392105102539
19,2022-23,19490,1054,1454,1237,1277,1187,1225,1244,1352,1297,1364,1385,1546,1524,1226,1118,9332,0.478809654712677,10158,0.521190345287323,0,0,1676,0.08599281311035156,7705,0.39533093571662903,8915,0.45741406083106995,125,0.006413545459508896,345,0.01770138554275036,394,0.02021549455821514,330,0.01693175919353962,4084,0.2095433622598648,2751,0.14114931225776672,16908,0.8675218224525452,0.8585976362228394
20,2018-19,53980,0,4238,3884,4354,4085,3949,4167,3979,4148,4120,4046,3764,3594,2660,2992,25901,0.47982585430145264,28079,0.5201741456985474,,,23562,0.43649500608444214,1388,0.025713227689266205,14307,0.26504260301589966,317,0.005872545298188925,173,0.0032048907596617937,14065,0.26055946946144104,168,0.0031122637446969748,8647,0.1601889580488205,11909,0.22061875462532043,41643,0.7714523673057556,0.7605425119400024
20,2019-20,54077,336,4195,3920,3861,4276,4050,3948,4150,4018,4162,4173,3849,3640,2769,2730,26009,0.480962336063385,28068,0.519037663936615,,,23665,0.4376167356967926,1300,0.024039795622229576,14511,0.268339604139328,362,0.006694158539175987,189,0.0034950163681060076,13870,0.25648611783981323,180,0.0033285869285464287,8615,0.15930987894535065,11029,0.2039499282836914,41532,0.76801598072052,0.772932231426239
20,2020-21,52641,410,3774,3719,3800,3683,4101,3948,3860,4061,3982,4119,3772,3640,2963,2809,25365,0.48184874653816223,27276,0.5181512236595154,,,23201,0.44074010848999023,1258,0.023897722363471985,14064,0.26716816425323486,424,0.00805455818772316,197,0.0037423300091177225,13295,0.2525597810745239,202,0.003837313037365675,8631,0.16395965218544006,11906,0.2261735200881958,40312,0.7657909393310547,0.7542473673820496
20,2021-22,50411,1880,3347,3417,3555,3496,3452,3822,3742,3613,3875,3880,3342,3433,2668,2889,24234,0.480728417634964,26177,0.5192716121673584,,,21906,0.434548020362854,1174,0.02328856848180294,13835,0.2744440734386444,394,0.007815754041075706,194,0.0038483664393424988,12694,0.25181013345718384,214,0.0042451051995158195,8536,0.16932812333106995,10986,0.21792863309383392,37192,0.7377755045890808,0.7257041931152344
20,2022-23,50141,2615,3395,3221,3503,3524,3462,3414,3831,3699,3630,3901,3314,3133,2764,2735,24130,0.4812428951263428,26011,0.5187571048736572,0,0,21496,0.42871102690696716,1108,0.02209768444299698,13787,0.2749646008014679,437,0.008715422824025154,216,0.0043078516609966755,12591,0.25111186504364014,506,0.010091542266309261,8338,0.16629105806350708,10325,0.2059193104505539,36850,0.7349274754524231,0.7359884977340698
21,2018-19,37136,0,2979,2131,2275,2161,2179,2269,2237,3214,3105,3082,3296,3085,2544,2579,17996,0.4845971465110779,19140,0.5154028534889221,,,9489,0.2555202543735504,5094,0.13717147707939148,9197,0.24765725433826447,238,0.0064088753424584866,216,0.005816458258777857,12603,0.3393741846084595,299,0.008051486685872078,6952,0.1872037947177887,6454,0.17379362881183624,27062,0.728726863861084,0.7317050099372864
21,2019-20,37073,227,2918,2208,2150,2193,2173,2177,2258,3240,3229,3115,3423,2977,2409,2376,18108,0.48844173550605774,18965,0.5115582942962646,,,9546,0.25749197602272034,4794,0.1293124407529831,9249,0.24948075413703918,282,0.007606613915413618,233,0.006284897215664387,12582,0.3393844664096832,387,0.01043886411935091,6806,0.18358373641967773,6296,0.16982710361480713,27251,0.7350632548332214,0.7488158345222473
21,2020-21,36039,180,2566,1924,2086,2043,2070,2094,2082,3304,3157,3172,3261,3238,2436,2426,17598,0.48830434679985046,18441,0.5116956830024719,,,9386,0.26044008135795593,4548,0.12619662284851074,9056,0.25128331780433655,301,0.008352062664926052,281,0.007797108497470617,12059,0.334609717130661,408,0.011321068741381168,6573,0.18238574266433716,6814,0.18907295167446136,26209,0.7272399067878723,0.7409433126449585
21,2021-22,36618,1583,2660,1930,1936,1961,1927,1926,2014,2973,3117,3060,3601,3009,2540,2381,17843,0.48727402091026306,18775,0.5127260088920593,,,9358,0.2555573880672455,4461,0.12182532995939255,9368,0.25583046674728394,351,0.00958544947206974,276,0.007537276949733496,12507,0.34155333042144775,297,0.008110765367746353,6849,0.18703916668891907,6557,0.17906494438648224,25684,0.7014036774635315,0.7122167348861694
21,2022-23,37501,1978,2762,1888,2060,1992,1968,2006,2042,2979,3000,3224,3414,3243,2487,2458,18364,0.48969361186027527,19134,0.5102263689041138,3,7.999786612344906E-05,9282,0.24751339852809906,4357,0.1161835715174675,9400,0.2506599724292755,388,0.010346390306949615,260,0.006933148484677076,13217,0.3524439334869385,597,0.015919575467705727,6649,0.17730194330215454,7124,0.1899682730436325,26862,0.716300904750824,0.7323200702667236
22,2018-19,35570,0,2858,2528,2691,2620,2726,2797,2793,2057,2076,2130,2867,2827,2279,2321,17629,0.49561429023742676,17941,0.5043857097625732,,,7386,0.20764689147472382,10294,0.28940117359161377,5482,0.1541186422109604,409,0.01149845402687788,280,0.00787180196493864,11554,0.3248243033885956,165,0.004638740327209234,6070,0.1706494241952896,4131,0.11613719165325165,25020,0.7034017443656921,0.6436364650726318
22,2019-20,34997,210,2858,2526,2554,2623,2569,2636,2759,2008,2026,2054,2617,2832,2382,2343,17322,0.49495670199394226,17675,0.5050432682037354,,,7418,0.211961030960083,9621,0.27490928769111633,5472,0.15635626018047333,432,0.012343915179371834,275,0.00785781629383564,11632,0.3323713541030884,147,0.004200359806418419,6099,0.1742720752954483,3980,0.11372403055429459,24374,0.6964597105979919,0.6598749160766602
22,2020-21,33431,206,2491,2264,2398,2409,2500,2464,2550,1960,1983,1986,2629,2706,2490,2395,16477,0.4928658902645111,16954,0.5071340799331665,,,7353,0.21994556486606598,8942,0.26747629046440125,5157,0.15425802767276764,445,0.013310998678207397,294,0.008794233202934265,11031,0.32996320724487305,209,0.0062516825273633,5933,0.17747001349925995,4161,0.12446531653404236,23254,0.6955819725990295,0.6450313329696655
22,2021-22,32524,1393,2434,2137,2185,2222,2227,2346,2315,1778,1841,1909,2433,2639,2256,2409,16173,0.4972635507583618,16351,0.5027364492416382,,,7367,0.22650966048240662,8318,0.2557496130466461,4947,0.15210306644439697,472,0.014512360095977783,305,0.00937769003212452,10870,0.3342147469520569,245,0.007532898802310228,5893,0.18118926882743835,3963,0.12184847891330719,21807,0.670489490032196,0.6194736361503601
22,2022-23,33434,1997,2611,2212,2205,2226,2243,2230,2402,1724,1801,1896,2766,2548,2360,2213,16521,0.494137704372406,16905,0.5056230425834656,8,0.00023927738948259503,7704,0.23042412102222443,8047,0.24068313837051392,5041,0.15077465772628784,533,0.015941856428980827,315,0.009421546943485737,11474,0.34318357706069946,320,0.009571094997227192,5869,0.17553986608982086,4385,0.1311539113521576,22572,0.6751211285591125,0.6435755491256714
23,2018-19,9290,590,795,608,632,671,700,716,649,846,860,839,371,345,326,342,4306,0.46350914239883423,4984,0.5364908576011658,,,122,0.013132400810718536,6899,0.7426264882087708,1968,0.2118406891822815,50,0.005382131319493055,109,0.011733046732842922,126,0.013562970794737339,16,0.0017222820315510035,2367,0.2547900974750519,444,0.047793325036764145,8345,0.8982776999473572,0.8845226168632507
23,2019-20,9199,788,867,597,589,620,622,668,653,764,841,837,366,327,308,352,4141,0.45015761256217957,5058,0.549842357635498,,,121,0.013153603300452232,6698,0.7281226515769958,1976,0.2148059606552124,56,0.006087618414312601,101,0.010979454033076763,133,0.014458092860877514,114,0.012392651289701462,2234,0.24285247921943665,430,0.0467442125082016,8115,0.8821610808372498,0.893310010433197
23,2020-21,8309,425,672,567,562,561,607,599,641,705,749,818,388,343,351,321,3767,0.453363835811615,4542,0.546636164188385,,,117,0.014081116765737534,5969,0.7183776497840881,1834,0.22072450816631317,110,0.013238657265901566,91,0.010951980017125607,129,0.01552533358335495,59,0.007100733928382397,2055,0.2473221868276596,421,0.05066794902086258,7369,0.8868696689605713,0.8967294096946716
23,2021-22,7863,476,616,523,566,530,512,563,584,657,687,706,463,396,317,267,3585,0.4559328556060791,4278,0.5440671443939209,,,102,0.012972148135304451,5624,0.7152486443519592,1867,0.23744118213653564,59,0.007503497414290905,79,0.010047055780887604,111,0.014116749167442322,21,0.0026707362849265337,1898,0.24138370156288147,422,0.05366908386349678,7005,0.890881359577179,0.8838872313499451
23,2022-23,7895,448,591,530,530,552,541,501,586,630,673,694,420,505,355,339,3636,0.4605446457862854,4259,0.5394553542137146,0,0,84,0.010639645159244537,5435,0.6884104013442993,2005,0.25395819544792175,70,0.008866370655596256,82,0.010386320762336254,115,0.014566181227564812,104,0.013172893784940243,1908,0.24167194962501526,543,0.06877771019935608,7045,0.892336905002594,0.8960630297660828
24,2018-19,59578,0,4035,4520,4612,4704,4797,4897,4830,4220,4439,4419,3909,3730,2962,3504,28230,0.4738326370716095,31348,0.5261673927307129,,,11824,0.19846251606941223,1514,0.02541206404566765,37413,0.6279667019844055,251,0.004212964326143265,325,0.005455033853650093,7966,0.13370707631111145,285,0.0047836448065936565,10217,0.17148947715759277,12795,0.21476048231124878,45397,0.761975884437561,0.7249976396560669
